0.001,1.0
0.053526315789473686,0.999
0.10605263157894737,0.994
0.15857894736842104,0.9858
0.21110526315789474,0.9696
0.26363157894736844,0.9578
0.3161578947368421,0.9348
0.3686842105263158,0.913
0.4212105263157895,0.8862
0.4737368421052632,0.8554
0.5262631578947369,0.8266
0.5787894736842105,0.7706
0.6313157894736842,0.735
0.6838421052631579,0.6954
0.7363684210526316,0.6436
0.7888947368421053,0.58
0.841421052631579,0.5012
0.8939473684210526,0.4354
0.9464736842105264,0.343
0.999,0.205
