0.001,1.0
0.053526315789473686,0.9984
0.10605263157894737,0.9932
0.15857894736842104,0.9784
0.21110526315789474,0.9656
0.26363157894736844,0.9456
0.3161578947368421,0.9268
0.3686842105263158,0.8816
0.4212105263157895,0.8476
0.4737368421052632,0.8172
0.5262631578947369,0.7836
0.5787894736842105,0.7524
0.6313157894736842,0.6852
0.6838421052631579,0.6188
0.7363684210526316,0.5612
0.7888947368421053,0.5048
0.841421052631579,0.4288
0.8939473684210526,0.362
0.9464736842105264,0.2848
0.999,0.2012
